제품명,제품군 대분류,제품군 중분류,제품군 소분류,업체명,업체주소,생산지,출처,처분권자,조치일자,조치내용,위반내용,기타
이터널(dark purple),미용제품,문신용 염료,문신용염료,[수입/판매] 미용닷컴(1670-3569),"경기도 의정부시 추동로 15, 101(신곡동, 대명프라자지하)",미국,생활화학제품 및 살생물제의 안전관리에 관한 법률,한강유역환경청,2022-04-11,"수입금지, 판매금지, 회수명령","안전기준 및 표시기준 미준수(미확인,미표시)",
DYNAMIC BLK,미용제품,문신용 염료,문신용염료,[수입/판매] 미용닷컴(1670-3569),"경기도 의정부시 추동로 15, 101(신곡동, 대명프라자지하)",미국,생활화학제품 및 살생물제의 안전관리에 관한 법률,한강유역환경청,2022-04-11,"수입금지, 판매금지, 회수명령","안전기준 및 표시기준 미준수(미확인,미표시)",
Honeydew,미용제품,문신용 염료,문신용염료,[수입/판매] 미용닷컴(1670-3569),"경기도 의정부시 추동로 15, 101(신곡동, 대명프라자지하)",미국,생활화학제품 및 살생물제의 안전관리에 관한 법률,한강유역환경청,2022-04-11,"수입금지, 판매금지, 회수명령","안전기준 및 표시기준 미준수(미확인,미표시)",
이터널(gray),미용제품,문신용 염료,문신용염료,[수입/판매] 미용닷컴(1670-3569),"경기도 의정부시 추동로 15, 101(신곡동, 대명프라자지하)",미국,화학물질의 등록 및 평가 등에 관한 법률,한강유역환경청,2022-04-11,"판매금지, 회수명령","안전기준 및 표시기준 미준수(미확인,미표시)",
Silver,미용제품,문신용 염료,문신용염료,[수입/판매] 미용닷컴(1670-3569),"경기도 의정부시 추동로 15, 101(신곡동, 대명프라자지하)",미국,화학물질의 등록 및 평가 등에 관한 법률,한강유역환경청,2022-04-11,"판매금지, 회수명령","안전기준 및 표시기준 미준수(미확인,미표시)",
타이탄 다크퍼플,미용제품,문신용 염료,문신용염료,[제조/판매] 미용닷컴(1670-3569),"경기도 의정부시 추동로 15, 101(신곡동, 대명프라자지하)",대한민국,생활화학제품 및 살생물제의 안전관리에 관한 법률,한강유역환경청,2022-04-11,"제조금지, 판매금지, 회수명령","안전기준 및 표시기준 미준수(미확인,미표시)","현 시점, 신고 완료하였으므로(FB20-20-0022, `21.3.22.) 표시기준 준수하여 유통 가능함."
RUBENS-eyestar Tatto Ink,미용제품,문신용 염료,문신용염료,[제조] 미용닷컴(1670-3569),"경기도 의정부시 추동로 15, 101(신곡동, 대명프라자지하)",대한민국,생활화학제품 및 살생물제의 안전관리에 관한 법률,한강유역환경청,2022-04-11,"제조금지, 판매금지, 회수명령","안전기준 및 표시기준 미준수(미확인,미표시)",
인스텔라(Black),미용제품,문신용 염료,문신용염료,[제조] 미용닷컴(1670-3569),"경기도 의정부시 추동로 15, 101(신곡동, 대명프라자지하)",대한민국,생활화학제품 및 살생물제의 안전관리에 관한 법률,한강유역환경청,2022-04-11,"제조금지, 판매금지, 회수명령","안전기준 및 표시기준 미준수(미확인,미표시)",
천연 밀랍캔들,기타류,초,초,[제조/판매] 루나앤스타(luna&star) ,"경기도 용인시 기흥구 동백죽전대로527번길 80, 105동 703호(중동)",-,생활화학제품 및 살생물제의 안전관리에 관한 법률,한강유역환경청,2022-04-12,"제조금지, 판매금지, 회수명령",확인 미실시 및 표시사항 미표기,
애니바디글루(Anybody Glue),미용제품,미용 접착제,미용 접착제,[제조] 화인 코스메틱(070-7623-8733),"인천광역시 서구 백범로910번길 51, 2층",대한민국,생활화학제품 및 살생물제의 안전관리에 관한 법률,한강유역환경청,2022-04-13,"제조금지, 판매금지, 회수명령",확인 받은 내용과 다르게 제조[함유금지물질(메틸메타크릴레이트) 검출 및 함량제한물질(하이드로퀴논) 기준 초과],FA21-19-0084호 신고번호 사용 제품 모두 판매금지 및 회수
프렌즈 마일드 글루,미용제품,미용 접착제,미용 접착제,[제조] 화인 코스메틱(070-7623-8733),"인천광역시 서구 백범로910번길 51, 2층",대한민국,생활화학제품 및 살생물제의 안전관리에 관한 법률,한강유역환경청,2022-04-13,"제조금지, 판매금지, 회수명령",확인 받은 내용과 다르게 제조[함유금지물질(메틸메타크릴레이트) 검출 및 함량제한물질(하이드로퀴논) 기준 초과],FA21-19-0084호 신고번호 사용 제품 모두 판매금지 및 회수
딸기화이트케익초(후리지아 향),기타류,초,초,[제조/판매] 캔들 더 마렛,경기도 남양주시 다산동 6144-1 블루웨일 지식산업센터 2차 F-632호,-,생활화학제품 및 살생물제의 안전관리에 관한 법률,한강유역환경청,2022-04-13,"제조금지, 판매금지, 회수명령",확인 미실시 및 표시사항 미표기,
천연소이캔들(코코마드오마젤),기타류,초,초,[제조/판매] 캔들블랑,"경기도 김포시 태장로 741, 6층 654호(장기동)",-,생활화학제품 및 살생물제의 안전관리에 관한 법률,한강유역환경청,2022-04-14,"제조금지, 판매금지, 회수명령",확인 미실시 및 표시사항 미표기,
천연소이캔들(잉글리쉬페어프리지아),기타류,초,초,[제조/판매] 캔들블랑,"경기도 김포시 태장로 741, 6층 654호(장기동)",-,생활화학제품 및 살생물제의 안전관리에 관한 법률,한강유역환경청,2022-04-14,"제조금지, 판매금지, 회수명령",확인 미실시 및 표시사항 미표기,
티라이트 캔들(난향),기타류,초,초,[제조/판매] 캔들블랑,"경기도 김포시 태장로 741, 6층 654호(장기동)",-,생활화학제품 및 살생물제의 안전관리에 관한 법률,한강유역환경청,2022-04-14,"제조금지, 판매금지, 회수명령",확인 미실시 및 표시사항 미표기,
아로마플라워 디퓨저(난향),방향제류,방향제,방향제,[제조/판매] 캔들블랑,"경기도 김포시 태장로 741, 6층 654호(장기동)",-,생활화학제품 및 살생물제의 안전관리에 관한 법률,한강유역환경청,2022-04-14,"제조금지, 판매금지, 회수명령",확인 미실시 및 표시사항 미표기,
뽀송뽀송 숯 습기제거제,기타류,"습기제거제, 탈취제",탈취제/습기제거제,[제조/판매] (유)명성화학(063-212-2606),전북 군산시 동군산로 956,대한민국,생활화학제품 및 살생물제의 안전관리에 관한 법률,전북지방환경청,2022-04-08,"제조금지, 판매금지, 회수명령",안전확인 및 표시기준 미준수,
천연 레진스톤 방향제 페로몬향,방향제류,방향제,방향제,"[제조,판매]제이블라썸",충청남도 천안시 서북구 천안대로 999-7 이안더센트럴 107동 2203호,대한민국,생활화학제품 및 살생물제의 안전관리에 관한 법률,금강유역환경청,2022-03-22,"제조금지, 판매금지, 회수명령","안전확인검사 미실시, 표시사항 미표기",
패브릭&룸스프레이,방향제류,"방향제, 보건용 기피제","방향제, 보건용 기피제","[제조,판매]제이에스프리(050-6674-0024)",충청북도 청주시 상당구 호미로 329 가좌마을2단지 부영아파트 204동 1201호,대한민국,생활화학제품 및 살생물제의 안전관리에 관한 법률,금강유역환경청,2022-04-06,"제조금지, 판매금지, 회수명령","안전확인검사 미실시, 표시사항 미표기",
딜라잇모모 필라캔들 레몬라벤더향,기타류,초,초,"[제조,판매]딜라잇모모",대전광역시 동구 은어송로77번길 21 1층 102호,대한민국,생활화학제품 및 살생물제의 안전관리에 관한 법률,금강유역환경청,2022-04-06,"제조금지, 판매금지, 회수명령","안전확인검사 미실시, 표시사항 미표기",
딜라잇모모 석고방향제 리필액 제주 비자나무향,방향제류,방향제,방향제,"[제조,판매]딜라잇모모",대전광역시 동구 은어송로77번길 21 1층 102호,대한민국,생활화학제품 및 살생물제의 안전관리에 관한 법률,금강유역환경청,2022-04-06,"제조금지, 판매금지, 회수명령","안전확인검사 미실시, 표시사항 미표기",
봉쥬르 에펠탑 캔들(마크제이콥스 레인향),기타류,초,초,[제조/판매] 소녀(少女) ,전라남도 목포시 중화길 18번길 9,대한민국,생활화학제품 및 살생물제의 안전관리에 관한 법률,영산강유역환경청,2022-04-13,"제조금지, 판매금지, 회수명령",○ 확인받은 향과 다른 향을 파생제품으로 신고하지 않고 표시기준을 전체 미표기한 제품 제조·판매 ○ 표시사항을 표시하지 않은 2022년 3월 31일 이전 제품에 한해 유통금지2022.4.1일 파생신고 완료),○ 확인받은 향과 다른 향을 파생제품으로 신고하지 않고 표시기준을 전체 미표기한 제품 제조·판매 ○ 표시사항을 표시하지 않은 2022년 3월 31일 이전 제품에 한해 유통금지2022.4.1일 파생신고 완료)
본 누와르 디퓨저(버버리 런던향),방향제류,방향제,방향제,[제조/판매] 소녀(少女) ,전라남도 목포시 중화길 18번길 9,대한민국,생활화학제품 및 살생물제의 안전관리에 관한 법률,영산강유역환경청,2022-04-13,"제조금지, 판매금지, 회수명령",○ 확인받은 향과 다른 향을 파생제품으로 신고하지 않고 표시기준을 전체 미표기한 제품 제조·판매 ○ 표시사항을 표시하지 않은 2022년 4월 6일 이전 제품에 한해 유통금지2022.4.7일 파생신고 완료),○ 확인받은 향과 다른 향을 파생제품으로 신고하지 않고 표시기준을 전체 미표기한 제품 제조·판매 ○ 표시사항을 표시하지 않은 2022년 4월 6일 이전 제품에 한해 유통금지2022.4.7일 파생신고 완료)
200호,기타류,초,초,[제조] 미래상사(061-382-3609),전라남도 담양군 봉산면 연산길 28,대한민국,생활화학제품 및 살생물제의 안전관리에 관한 법률,영산강유역환경청,2022-04-12,"제조금지, 판매금지, 회수명령",○ 안전기준적합확인을 받지 않고 표시사항을 미표기한 제품 판매 ○ 2022년 1월 12일 이전 제품에 한해 유통금지(제조자가 2022.1.13일 신고번호 발급),○ 안전기준적합확인을 받지 않고 표시사항을 미표기한 제품 판매 ○ 2022년 1월 12일 이전 제품에 한해 유통금지(제조자가 2022.1.13일 신고번호 발급)
6호,기타류,초,초,[제조] 미래상사(061-382-3609),전라남도 담양군 봉산면 연산길 28,대한민국,생활화학제품 및 살생물제의 안전관리에 관한 법률,영산강유역환경청,2022-04-12,"제조금지, 판매금지, 회수명령",○ 안전기준적합확인을 받지 않고 표시사항을 미표기한 제품 판매 ○ 2022년 1월 12일 이전 제품에 한해 유통금지(제조자가 2022.1.13일 신고번호 발급),○ 안전기준적합확인을 받지 않고 표시사항을 미표기한 제품 판매 ○ 2022년 1월 12일 이전 제품에 한해 유통금지(제조자가 2022.1.13일 신고번호 발급)
리지센트 봉봉초(코튼 블라썸 향),기타류,초,초,[제조/판매] 리지센트,광주광역시 북구 양일1로 31 113동 2104호,대한민국,생활화학제품 및 살생물제의 안전관리에 관한 법률,영산강유역환경청,2022-04-12,"제조금지, 판매금지, 회수명령",○ 안전기준 확인을 받지 않고 표시사항을 전체미표기한 제품 제조·판매,○ 안전기준 확인을 받지 않고 표시사항을 전체미표기한 제품 제조·판매
il benessere home diffuser,방향제류,방향제,방향제,[판매] 좋은세상 할인마트(중마점) (070-7719-6002),전라남도 광양시 광장로 12 ,스페인,생활화학제품 및 살생물제의 안전관리에 관한 법률,영산강유역환경청,2022-04-12,"판매금지, 회수명령",○ 안전기준 확인을 받지 않고 표시사항을 전체미표기한 제품 판매,○ 안전기준 확인을 받지 않고 표시사항을 전체미표기한 제품 판매
부케 캔들(블랙 베리 앤 베이),기타류,초,초,[제조/판매] 비올(BE ALL) ,경기도 광명시 새터로 44-7 1동 107호 1단지 107호,-,생활화학제품 및 살생물제의 안전관리에 관한 법률,한강유역환경청,2022-04-04,"제조금지, 판매금지, 회수명령",확인 미실시 및 표시사항 미표기,
부케 왁스타블렛(블랙 베리 앤 베이),방향제류,방향제,방향제,[제조/판매] 비올(BE ALL) ,경기도 광명시 새터로 44-7 1동 107호 1단지 107호,-,생활화학제품 및 살생물제의 안전관리에 관한 법률,한강유역환경청,2022-04-04,"제조금지, 판매금지, 회수명령",확인 미실시 및 표시사항 미표기,
